㐖毒	xiédú
有收入地	yǒushōurùde
有攸	yǒuyōu
有攻击性	yǒugōngjīxìng
有政	yǒuzhèng
有故	yǒugù
有效	yǒuxiào
有效地	yǒuxiàode
有效地减轻了	yǒuxiàodejiǎnqīngle
有效地控制	yǒuxiàodekòngzhì
有效地提高	yǒuxiàodetígāo
有效地改进	yǒuxiàodegǎijìn
有效地防止	yǒuxiàodefángzhǐ
有效射程	yǒuxiàoshèchéng
有效性	yǒuxiàoxìng
有效措施	yǒuxiàocuòshī
有效期	yǒuxiàoqī
有效期内	yǒuxiàoqīnèi
有效果地	yǒuxiàoguǒde
有效率地	yǒuxiàolǜde
有效负载	yǒuxiàofùzài
有敌意地	yǒudíyìde
有救	yǒujiù
有教养地	yǒujiàoyǎngde
有教无类	yǒujiàowúlèi
有教无类法	yǒujiàowúlèifǎ
有数	yǒushù
有文无行	yǒuwénwúxíng
有料	yǒuliào
有斤两	yǒujīnliǎng
有新意	yǒuxīnyì
有方	yǒufāng
有施	yǒushī
有旋律地	yǒuxuánlǜde
有无	yǒuwú
有无相通	yǒuwúxiāngtōng
有日	yǒurì
有日子	yǒurìzi
有旧	yǒujiù
有时	yǒushí
有时候	yǒushíhou
有时地	yǒushíde
有时节	yǒushíjié
有昊	yǒuhào
有明	yǒumíng
有易	yǒuyì
有是父必有是子	yǒushìfùbìyǒushìzǐ
有晋	yǒujìn
有智不在年高	yǒuzhìbùzàiniángāo
有服	yǒufú
有望	yǒuwàng
有朝	yǒuzhāo
有朝一日	yǒuzhāoyīrì
有期徒刑	yǒuqītúxíng
有木有	yǒumùyǒu
有本事	yǒuběnshi
有本有原	yǒuběnyǒuyuán
有本有源	yǒuběnyǒuyuán
有本钱	yǒuběnqián
有机	yǒujī
有机体	yǒujītǐ
有机分子	yǒujīfēnzǐ
有机化合物	yǒujīhuàhéwù
有机化学	yǒujīhuàxué
有机可乘	yǒujīkěchéng
有机合成	yǒujīhéchéng
有机土	yǒujītǔ
有机地	yǒujīde
有机地结合起来	yǒujīdejiéhéqǐlái
有机性地	yǒujīxìngde
有机智地	yǒujīzhìde
有机染料	yǒujīrǎnliào
有机氮	yǒujīdàn
有机物	yǒujīwù
有机玻璃	yǒujībōlí
有机硅聚合物	yǒujīguījùhéwù
有机磷	yǒujīlín
有机磷毒剂	yǒujīlíndújì
有机磷酸酯类	yǒujīlínsuānzhǐlèi
有机肥	yǒujīféi
有机肥料	yǒujīféiliào
有机质	yǒujīzhì
有机酸	yǒujīsuān
有机食品	yǒujīshípǐn
有权	yǒuquán
有权势者	yǒuquánshìzhě
有权威	yǒuquánwēi
有权威地	yǒuquánwēide
有条不紊	yǒutiáobùwěn
有条件地	yǒutiáojiànde
有条件地参与	yǒutiáojiàndecānyù
有条件地投降	yǒutiáojiàndetóuxiáng
有条有理	yǒutiáoyǒulǐ
有条有理地	yǒutiáoyǒulǐde
有条理地	yǒutiáolǐde
有条纹	yǒutiáowén
有条纹地	yǒutiáowénde
有来	yǒulái
有来无回	yǒuláiwúhuí
有来有往	yǒuláiyǒuwǎng
有板有眼	yǒubǎnyǒuyǎn
有果	yǒuguǒ
有枝有叶	yǒuzhīyǒuyè
有枝添叶	yǒuzhītiānyè
有染	yǒurǎn
有核国家	yǒuhéguójiā
有根	yǒugēn
有根有底	yǒugēnyǒudǐ
有根有苗	yǒugēnyǒumiáo
有格制	yǒugézhì
有格致	yǒugézhì
有案可查	yǒuànkěchá
有案可稽	yǒuànkějī
有棱有角	yǒuléngyǒujiǎo
有模有样	yǒumúyǒuyàng
有次序	yǒucìxù
有正	yǒuzhèng
有步骤地	yǒubùzhòude
有死无二	yǒusǐwúèr
有殷	yǒuyīn
有毅力	yǒuyìlì
有毅力地	yǒuyìlìde
有毒	yǒudú
有毒地	yǒudúde
有毒害地	yǒudúhàide
有气	yǒuqì
有气分	yǒuqìfēn
有气无力	yǒuqìwúlì
有气无烟	yǒuqìwúyān
有气没力	yǒuqìméilì
有气派	yǒuqìpài
有气派地	yǒuqìpàide
有气质	yǒuqìzhì
有气音	yǒuqìyīn
有氧健身操	yǒuyǎngjiànshēncāo
有氧地	yǒuyǎngde
有氧操	yǒuyǎngcāo
有氧运动	yǒuyǎngyùndòng
有水	yǒushuǐ
有求必应	yǒuqiúbìyìng
有汉	yǒuhàn
有沉有浮	yǒuchényǒufú
有没有	yǒuméiyǒu
有洛	yǒuluò
有活力	yǒuhuólì
有活力地	yǒuhuólìde
有涯	yǒuyá
有清	yǒuqīng
有清头	yǒuqīngtóu
有渰	yǒuyǎn
有湿气地	yǒushīqìde
有源区	yǒuyuánqū
有滋味地	yǒuzīwèide
有滋有味	yǒuzīyǒuwèi
有漏	yǒulòu
有潜力	yǒuqiánlì
有火虫	yǒuhuǒchóng
有点	yǒudiǎn
有点儿	yǒudiǎner
有点坏坏地笑道	yǒudiǎnhuàihuàidexiàodào
有烟煤	yǒuyānméi
有烦	yǒufán
有焦点地	yǒujiāodiǎnde
有熊	yǒuxióng
有爵位地	yǒujuéwèide
有牛使牛	yǒuniúshǐniú
有物有则	yǒuwùyǒuzé
有犯无隐	yǒufànwúyǐn
有状	yǒuzhuàng
有狄	yǒudí
有理	yǒulǐ
有理函数	yǒulǐhánshù
有理分式	yǒulǐfēnshì
有理地	yǒulǐde
有理式	yǒulǐshì
有理数	yǒulǐshù
有理数域	yǒulǐshùyù
有理数集	yǒulǐshùjí
有理方程	yǒulǐfāngchéng
有理走遍天下	yǒulǐzǒubiàntiānxià
有甚	yǒushèn
有生	yǒushēng
有生之年	yǒushēngzhīnián
有生于无	yǒushēngyúwú
有生以来	yǒushēngyǐlái
有生力量	yǒushēnglìliàng
有生气地	yǒushēngqìde
有用	yǒuyòng
有电	yǒudiàn
有男	yǒunán
有界	yǒujiè
有病	yǒubìng
有病地	yǒubìngde
有百利而无一害	yǒubǎilìérwúyīhài
有百利而无一弊	yǒubǎilìérwúyībì
有百害而无一利	yǒubǎihàiérwúyīlì
有的	yǒude
有的放矢	yǒudìfàngshǐ
有的时候	yǒudeshíhòu
有的是	yǒudeshì
有的没有的	yǒudeméiyǒude
有的没的	yǒudeméide
有益	yǒuyì
有益健康地	yǒuyìjiànkāngde
有益地	yǒuyìde
有益处	yǒuyìchu
有目共睹	yǒumùgòngdǔ
有目共见	yǒumùgòngjiàn
有目共赏	yǒumùgòngshǎng
有目无睹	yǒumùwúdǔ
有相	yǒuxiāng
有相宗	yǒuxiāngzōng
有盼	yǒupàn
有盼儿	yǒupànér
有盼头	yǒupàntou
有眉有眼	yǒuméiyǒuyǎn
有眉目	yǒuméimù
有眼	yǒuyǎn
有眼不识泰山	yǒuyǎnbùshítàishān
有眼光	yǒuyǎnguāng
有眼力见儿	yǒuyǎnlìjiàner
有眼如盲	yǒuyǎnrúmáng
有眼无珠	yǒuyǎnwúzhū
有眼无瞳	yǒuyǎnwútóng
有眼睛	yǒuyǎnjīng
有着	yǒuzhe
有知	yǒuzhī
有知识地	yǒuzhīshíde
有码	yǒumǎ
有硬皮地	yǒuyìngpíde
有碍	yǒuài
有礼	yǒulǐ
有礼地	yǒulǐde
有礼貌	yǒulǐmào
有礼貌地	yǒulǐmàode
有神	yǒushén
有神没气	yǒushénméiqì
有神论	yǒushénlùn
有神论者	yǒushénlùnzhě
有祸同当	yǒuhuòtóngdāng
有禄	yǒulù
有福	yǒufú
有福同享	yǒufútóngxiǎng
有私	yǒusī
有秋	yǒuqiū
有种	yǒuzhǒng
有秩	yǒuzhì
有秩序地	yǒuzhìxùde
有程	yǒuchéng
有穷	yǒuqióng
有空	yǒukòng
有空儿	yǒukònger
有窍	yǒuqiào
有章	yǒuzhāng
有章可循	yǒuzhāngkěxún
有等	yǒuděng
有粘性地	yǒuzhānxìngde
有精神地	yǒujīngshénde
有精神病	yǒujīngshénbìng
有系统	yǒuxìtǒng
有系统地	yǒuxìtǒngde
有素	yǒusù
有紧没慢	yǒujǐnméimàn
有紧没要	yǒujǐnméiyào
有红似白	yǒuhóngsìbái
有约在先	yǒuyuēzàixiān
有纹地	yǒuwénde
有线	yǒuxiàn
有线广播	yǒuxiànguǎngbō
有线新闻网	yǒuxiànxīnwénwǎng
有线电报	yǒuxiàndiànbào
有线电视	yǒuxiàndiànshì
有线电话	yǒuxiàndiànhuà
有组织地	yǒuzǔzhīde
有终	yǒuzhōng
有结地	yǒujiéde
有结果地	yǒujiéguǒde
有统计学意义	yǒutǒngjìxuéyìyì
有编制	yǒubiānzhì
有缗	yǒumín
有缘	yǒuyuán
有缘千里来相会	yǒuyuánqiānlǐláixiānghuì
有缘无分	yǒuyuánwúfèn
有缺点地	yǒuquēdiǎnde
有缺陷地	yǒuquēxiànde
有罪	yǒuzuì
有罪不罚	yǒuzuìbùfá
有罪地	yǒuzuìde
有翅难飞	yǒuchìnánfēi
有耐久力	yǒunàijiǔlì
有耐性地	yǒunàixìngde
有耻	yǒuchǐ
有耻且格	yǒuchǐqiěgé
有联系	yǒuliánxì
有肚皮	yǒudùpí
有肩膀	yǒujiānbǎng
有胆有识	yǒudǎnyǒushí
有胆量	yǒudǎnliàng
有胆量地	yǒudǎnliàngde
有胜败地	yǒushèngbàide
有能力	yǒunénglì
有脚书厨	yǒujiǎoshūchú
有脚书橱	yǒujiǎoshūchú
有脚阳春	yǒujiǎoyángchūn
有脸	yǒuliǎn
有腔调	yǒuqiāngdiào
有腿无裤子	yǒutuǐwúkùzi
有腿没裤子	yǒutuǐméikùzi
有自	yǒuzì
有自信地	yǒuzìxìnde
有臭味地	yǒuchòuwèide
有致	yǒuzhì
有良心	yǒuliángxīn
有色	yǒusè
有色人种	yǒusèrénzhǒng
有色无胆	yǒusèwúdǎn
有色眼镜	yǒusèyǎnjìng
有色金属	yǒusèjīnshǔ
有艺术地	yǒuyìshùde
有节	yǒujié
有节制	yǒujiézhì
有节制地	yǒujiézhìde
有节奏地	yǒujiézòude
有苏	yǒusū
有苗	yǒumiáo
有若	yǒuruò
有苦说不出	yǒukǔshuōbuchū
有荤有素	yǒuhūnyǒusù
有药瘾者	yǒuyàoyǐnzhě
有莘	yǒushēn
有营养地	yǒuyíngyǎngde
有虞氏	yǒuyúshì
有蠙可乘	yǒupínkěchéng
有血有肉	yǒuxuèyǒuròu
有衅	yǒuxìn
有行	yǒuxíng
有行为能力	yǒuxíngwéinénglì
有行止	yǒuxíngzhǐ
有袋类	yǒudàilèi
有要于时	yǒuyàoyúshí
有要没紧	yǒuyàoméijǐn
有见	yǒujiàn
有见识地	yǒujiànshíde
有规则地	yǒuguīzéde
有规律地	yǒuguīlǜde
有角地	yǒujiǎode
有角色	yǒujuésè
有言	yǒuyán
有言在先	yǒuyánzàixiān
有计划地	yǒujìhuàde
有讳	yǒuhuì
有识	yǒushí
有识之士	yǒushízhīshì
有诗意地	yǒushīyìde
有话则长	yǒuhuàzécháng
有话即长	yǒuhuàjícháng
有话快说	yǒuhuàkuàishuō
有话要说	yǒuhuàyàoshuō
有说有笑	yǒushuōyǒuxiào
有说有笑地	yǒushuōyǒuxiàode
有请	yǒuqǐng
有谓	yǒuwèi
有谱	yǒupǔ
有谱儿	yǒupǔer
有豸	yǒuzhì
有负众望	yǒufùzhòngwàng
有财有势	yǒucáiyǒushì
有责任	yǒuzérèn
有资格	yǒuzīgé
有赖	yǒulài
有赖于	yǒulàiyú
有趣	yǒuqù
有趣味地	yǒuqùwèide
有趣地	yǒuqùde
有足蛇	yǒuzúshé
有蹄动物	yǒutídòngwù
有蹄类	yǒutílèi
有身	yǒushēn
有身分	yǒushēnfèn
有轨	yǒuguǐ
有轨电车	yǒuguǐdiànchē
有辙	yǒuzhé
有辞	yǒucí
有边儿	yǒubiāner
有过之	yǒuguòzhī
有过之无不及	yǒuguòzhīwúbùjí
有过之而无不及	yǒuguòzhīérwúbùjí
有进无退	yǒujìnwútuì
有远虑地	yǒuyuǎnlǜde
有违	yǒuwéi
有连	yǒulián
有选举权	yǒuxuǎnjǔquán
有选择地	yǒuxuǎnzéde
有选择地添加	yǒuxuǎnzédetiānjiā
有选择性地	yǒuxuǎnzéxìngde
有道	yǒudào
有道之士	yǒudàozhīshì
有道德地	yǒudàodéde
有道是	yǒudàoshì
有道理	yǒudàoli
有邦	yǒubāng
有邰	yǒutái
有郄	yǒuxì
有酒	yǒujiǔ
有酒胆无饭力	yǒujiǔdǎnwúfànlì
有酒胆没饭胆	yǒujiǔdǎnméifàndǎn
有采	yǒucǎi
有重点地	yǒuzhòngdiǎnde
有鉴于此	yǒujiànyúcǐ
有针对性地	yǒuzhēnduìxìngde
有钩绦虫	yǒugōutāochóng
有钱	yǒuqián
有钱买马	yǒuqiánmǎimǎ
有钱人	yǒuqiánrén
有钱使得鬼推磨	yǒuqiánshǐdeguǐtuīmò
有钱有势	yǒuqiányǒushì
有钱有闲	yǒuqiányǒuxián
有钱能使鬼推磨	yǒuqiánnéngshǐguǐtuīmò
有门	yǒumén
有门儿	yǒuméner
有问必答	yǒuwènbìdá
有问题地	yǒuwèntíde
有闲	yǒuxián
有闲阶级	yǒuxiánjiējí
有间	yǒujiàn
有闻必录	yǒuwénbìlù
有闻必録	yǒuwénbìlù
有阴影	yǒuyīnyǐng
有限	yǒuxiàn
有限元	yǒuxiànyuán
有限元法	yǒuxiànyuánfǎ
有限公司	yǒuxiàngōngsī
有限单元	yǒuxiàndānyuán
有限度地	yǒuxiàndùde
有限战争	yǒuxiànzhànzhēng
有限群	yǒuxiànqún
有限花序	yǒuxiànhuāxù
有限集	yǒuxiànjí
有隙	yǒuxì
有隙可乘	yǒuxìkěchéng
有难同当	yǒunàntóngdāng
有雄心	yǒuxióngxīn
有零	yǒulíng
有顷	yǒuqǐng
有须	yǒuxū
有预见地	yǒuyùjiànde
有预谋	yǒuyùmóu
有预谋地	yǒuyùmóude
有颌	yǒuhé
有风	yǒufēng
有风有化	yǒufēngyǒuhuà
有首尾	yǒushǒuwěi
有骨头	yǒugútou
有鬲	yǒugé
有鬼	yǒuguǐ
有魄力地	yǒupòlìde
有魅力	yǒumèilì
有魅力地	yǒumèilìde
有鼻	yǒubí
有鼻子有眼	yǒubíziyǒuyǎn
朊毒体	ruǎndútǐ
朊病毒	ruǎnbìngdú
朊脯	ruǎnfǔ
朋从	péngcóng
朋会	pénghuì
朋兴	péngxīng
朋分	péngfēn
朋友圈	péngyouquān
朋友妻不可欺	péngyouqībùkěqī
朋头	péngtóu
朋好	pénghǎo
朋家	péngjiā
朋戏	péngxì
朋扇	péngshàn
朋比为奸	péngbǐwéijiān
朋燕	péngyàn
朋知	péngzhī
朋识	péngshí
朋邪	péngxié
朌布	bānbù
服丧	fúsāng
服义	fúyì
服乘	fúchéng
服习	fúxí
服事	fúshi
服享	fúxiǎng
服人	fúrén
服从	fúcóng
服从地	fúcóngde
服他灵	fútālíng
服仪	fúyí
服休	fúxiū
服众	fúzhòng
服低做小	fúdīzuòxiǎo
服体	fútǐ
服侍	fúshì
服信	fúxìn
服俸	fúfèng
服假	fújiǎ
服兵役	fúbīngyì
服具	fújù
服养	fúyǎng
服冕	fúmiǎn
服刀	fúdāo
服刑	fúxíng
服制	fúzhì
服剑	fújiàn
服务	fúwù
服务业	fúwùyè
服务台	fúwùtái
服务员	fúwùyuán
服务器	fúwùqì
服务工业部门	fúwùgōngyèbùmén
服务广告协议	fúwùguǎnggàoxiéyì
服务提供商	fúwùtígōngshāng
服务提供者	fúwùtígōngzhě
服务生	fúwùshēng
服务行业	fúwùhángyè
服务规章	fúwùguīzhāng
服务质量	fúwùzhìliàng
服务贸易	fúwùmàoyì
服务费	fúwùfèi
服劲	fújìn
服劳	fúláo
服勤	fúqín
服化	fúhuà
服匿	fúnì
服卉	fúhuì
服听	fútīng
服命	fúmìng
服善	fúshàn
服妖	fúyāo
服媚	fúmèi
服孝	fúxiào
服官	fúguān
服宠	fúchǒng
服小	fúxiǎo
服属	fúshǔ
服屦	fújù
服差役	fúchāiyì
服帖	fútiē
服席	fúxí
服度	fúdù
服式	fúshì
服形	fúxíng
服役	fúyì
服御	fúyù
服念	fúniàn
服惨	fúcǎn
服惮	fúdàn
服教	fújiào
服散	fúsàn
服斩	fúzhǎn
服日	fúrì
服更	fúgēng
服服	fúfu
服服帖帖	fúfútiētiē
服服贴贴	fúfútiētiē
服朞	fújī
服期	fúqī
服杜	fúdù
服毒	fúdú
服毙	fúbì
服气	fúqì
服污	fúwū
服法	fúfǎ
服泽	fúzé
服满	fúmǎn
服炼	fúliàn
服牛乘马	fúniúchéngmǎ
服物	fúwù
服猛	fúměng
服玉	fúyù
服玩	fúwán
服珥	fúěr
服琐	fúsuǒ
服用	fúyòng
服田	fútián
服田力穑	fútiánlìsè
服畏	fúwèi
服畴	fúchóu
服皁	fúzào
服皂	fúzào
服着	fúzhe
服硬	fúyìng
服礼	fúlǐ
服禫	fúdàn
服秩	fúzhì
服竟	fújìng
服章	fúzhāng
服箱	fúxiāng
服约	fúyuē
服练	fúliàn
服罪	fúzuì
服翫	fúwàn
服翼	fúyì
服老	fúlǎo
服职	fúzhí
服膺	fúyīng
服臆	fúyì
服臧	fúzāng
服舆	fúyú
服舍	fúshè
服色	fúsè
服药	fúyào
服药过量	fúyàoguòliàng
服藻	fúzǎo
服行	fúxíng
服装	fúzhuāng
服装师	fúzhuāngshī
服装秀	fúzhuāngxiù
服裹	fúguǒ
服词	fúcí
服话	fúhuà
服诵	fúsòng
服贡	fúgòng
服贴	fútiē
服贸	fúmào
服贾	fújiǎ
服车	fúchē
服软	fúruǎn
服辂	fúlù
服输	fúshū
服辞	fúcí
服辨	fúbiàn
服辩	fúbiàn
服过	fúguò
服远	fúyuǎn
服道	fúdào
服郑	fúzhèng
服采	fúcǎi
服闇	fúān
服闻	fúwén
服阕	fúquè
服降	fújiàng
服除	fúchú
服雾	fúwù
服食	fúshí
服飨	fúxiǎng
服饰	fúshì
服饵	fúěr
服馔	fúzhuàn
服马	fúmǎ
服驭	fúyù
服驯	fúxùn
服鸟	fúniǎo
朏壮	fěizhuàng
朏明	fěimíng
朏晨	fěichén
朏朏	fěifěi
朏朒	fěinǜ
朏然	fěirán
朏臀	fěitún
朏魄	fěipò
朒数	nǜshù
朒朓	nǜtiǎo
朓侧	tiǎocè
朓朒	tiǎonǜ
朔北	shuòběi
朔参官	shuòcānguān
朔城区	shuòchéngqū
朔塞	shuòsāi
朔数	shuòshù
朔风	shuòfēng
朔风凛冽	shuòfēnglǐnliè
朔食	shuòshí
朗个	lǎnggè
朗丽	lǎnglì
朗县	lǎngxiàn
朗奥	lǎngào
朗弹	lǎngdàn
朗晃	lǎnghuàng
朗月清风	lǎngyuèqīngfēng
朗朗上口	lǎnglǎngshàngkǒu
朗朗乾坤	lǎnglǎngqiánkūn
朗朗地	lǎnglǎngde
朗节	lǎngjié
朗识	lǎngshí
朗读	lǎngdú
朗调	lǎngdiào
朗豁	lǎnghuō
朗隽	lǎngjùn
朗魄	lǎngpò
朘利	juānlì
朘刻	juānkè
朘削	juānxuē
朘剥	juānbāo
朘取	juānqǔ
朘损	juānsǔn
朘盗	juāndào
朘耗	juānhào
朘薄	juānbáo
朘蚀	juānshí
朘衄	juānnǜ
朚伥	huāngchāng
望中	wàngzhōng
望乌台	wàngwūtái
望乡台	wàngxiāngtái
望其肩项	wàngqíjiānxiàng
望其项背	wàngqíxiàngbèi
望参	wàngcān
望参官	wàngcānguān
望台	wàngtái
望地	wàngdì
望城县	wàngchéngxiàn
望夫云	wàngfūyún
望夫山	wàngfūshān
望夫歌	wàngfūgē
望夫石	wàngfūshí
望头	wàngtou
望奎县	wàngkuíxiàn
望女成凤	wàngnǚchéngfèng
望尘不及	wàngchénbùjí
望尘僄声	wàngchénpiàoshēng
望尘奔北	wàngchénbēnběi
望尘奔溃	wàngchénbēnkuì
望尘莫及	wàngchénmòjí
望尘追迹	wàngchénzhuījì
望屋以食	wàngwūyǐshí
望屋而食	wàngwūérshí
望山走倒马	wàngshānzǒudǎomǎ
望山跑死马	wàngshānpǎosǐmǎ
望影揣情	wàngyǐngchuāiqíng
望江南	wàngjiāngnán
望江县	wàngjiāngxiàn
望沮	wàngjǔ
望洋兴叹	wàngyángxīngtàn
望海台	wànghǎitái
望燎	wàngliáo
望白署空	wàngbáishǔkōng
望看	wàngkàn
望眼将穿	wàngyǎnjiāngchuān
望祭	wàngjì
望空	wàngkōng
望空捉影	wàngkōngzhuōyǐng
望羊	wàngyáng
望而兴叹	wàngérxīngtàn
望色	wàngsè
望花区	wànghuāqū
望苴	wàngjū
望表知里	wàngbiǎozhīlǐ
望见	wàngjiàn
望谟县	wàngmóxiàn
望远地	wàngyuǎnde
望远瞄准镜	wàngyuǎnmiàozhǔnjìng
望远行	wàngyuǎnxíng
望远镜	wàngyuǎnjìng
望远镜地	wàngyuǎnjìngde
望远镜座	wàngyuǎnjìngzuò
望郎	wàngláng
望都	wàngdū
望都县	wàngdūxiàn
望重	wàngzhòng
望闻问切	wàngwénwènqiè
望阙	wàngquē
望阙谢恩	wàngquèxièēn
望风	wàngfēng
望风响应	wàngfēngxiǎngyīng
望风希指	wàngfēngxīzhǐ
望风希旨	wàngfēngxīzhǐ
望风扑影	wàngfēngpūyǐng
望风承旨	wàngfēngchéngzhǐ
望风披靡	wàngfēngpīmǐ
望风捕影	wàngfēngbǔyǐng
望风而溃	wàngfēngérkuì
望风而逃	wàngfēngértáo
望风而遁	wàngfēngérdùn
望风而降	wàngfēngérjiàng
望风而靡	wàngfēngérmǐ
望鹄台	wànghútái
望齐门	wàngqímén
朝三暮二	zhāosānmùèr
朝三暮四	zhāosānmùsì
朝上	cháoshàng
朝上地	cháoshàngde
朝不保夕	zhāobùbǎoxī
朝不保暮	zhāobùbǎomù
朝不及夕	zhāobùjíxī
朝不虑夕	zhāobùlǜxī
朝不谋夕	zhāobùmóuxī
朝中	cháozhōng
朝中措	cháozhōngcuò
朝中社	cháozhōngshè
朝乌	cháowū
朝乾夕惕	zhāoqiánxītì
朝乾夕愓	zhāoqiánxīdàng
朝事	cháoshì
朝云	zhāoyún
朝云暮雨	zhāoyúnmùyǔ
朝享	cháoxiǎng
朝京	cháojīng
朝从	cháocóng
朝代	cháodài
朝令夕改	zhāolìngxīgǎi
朝令暮改	zhāolìngmùgǎi
朝仪	cháoyí
朝众	cháozhòng
朝会	zhāohuì
朝伦	cháolún
朝位	cháowèi
朝佥	cháoqiān
朝使	cháoshǐ
朝侍	cháoshì
朝假	cháojiǎ
朝僚	cháoliáo
朝儒	cháorú
朝元	cháoyuán
朝元阁	cháoyuángé
朝光	cháoguāng
朝典	cháodiǎn
朝冠	cháoguān
朝冶	cháoyě
朝列	cháoliè
朝则	cháozé
朝制	cháozhì
朝前	cháoqián
朝前地	cháoqiánde
朝前夕惕	zhāoqiánxītì
朝务	cháowù
朝劳动党	cháoláodòngdǎng
朝化	cháohuà
朝升暮合	zhāoshēngmùgě
朝华	cháohuá
朝华夕秀	zhāohuáxīxiù
朝参	zhāocān
朝发夕至	zhāofāxīzhì
朝发暮至	zhāofāmùzhì
朝台	cháotái
朝右	cháoyòu
朝司	cháosī
朝后	cháohòu
朝后地	cháohòude
朝向	cháoxiàng
朝听	cháotīng
朝命	cháomìng
朝哺	cháobǔ
朝圣	cháoshèng
朝圣者	cháoshèngzhě
朝坐	cháozuò
朝堂	cháotáng
朝士	cháoshì
朝处	cháochǔ
朝夕	zhāoxī
朝夕乌	zhāoxīwū
朝夕池	zhāoxīchí
朝夕相处	zhāoxīxiāngchǔ
朝夕鸟	zhāoxīniǎo
朝大夫	cháodàifū
朝天	cháotiān
朝天一柱香	cháotiānyīzhùxiāng
朝天一炷香	cháotiānyīzhùxiāng
朝天区	cháotiānqū
朝天捣乱	cháotiāndǎoluàn
朝天椒	cháotiānjiāo
朝天馄饨	cháotiānhúntun
朝天髻	cháotiānjì
朝夷暮跖	zhāoyímùzhí
朝奉	cháofèng
朝奏	cháozòu
朝奏夕召	zhāozòuxīzhào
朝奏暮召	zhāozòumùzhào
朝婚	cháohūn
朝宁	cháoníng
朝宗	cháozōng
朝官	cháoguān
朝定	cháodìng
朝审	cháoshěn
朝客	cháokè
朝宪	cháoxiàn
朝宫	cháogōng
朝宰	cháozǎi
朝宴	cháoyàn
朝家	cháojiā
朝容	cháoróng
朝宿	cháosù
朝寄	cháojì
朝寒	cháohán
朝寮	cháoliáo
朝寺	cháosì
朝山	cháoshān
朝山进香	cháoshānjìnxiāng
朝岚	cháolán
朝巾	cháojīn
朝市	cháoshì
朝市人	cháoshìrén
朝带	cháodài
朝常	cháocháng
朝帽	cháomào
朝幰	cháoxiǎn
朝庆	cháoqìng
朝序	cháoxù
朝庙	cháomiào
朝府	cháofǔ
朝座	cháozuò
朝庭	cháotíng
朝廷	cháotíng
朝开暮落花	cháokāimùluòhuā
朝弁	cháobiàn
朝式	cháoshì
朝彦	cháoyàn
朝彩	cháocǎi
朝彻	cháochè
朝思暮想	zhāosīmùxiǎng
朝恩	cháoēn
朝成夕毁	zhāochéngxīhuǐ
朝成暮徧	zhāochéngmùbiàn
朝成暮毁	zhāochéngmùhuǐ
朝成暮遍	zhāochéngmùbiàn
朝战	cháozhàn
朝房	cháofáng
朝折暮折	zhāoshémùshé
朝报	cháobào
朝拜	cháobài
朝拜圣山	cháobàishèngshān
朝拱	cháogǒng
朝攀暮折	zhāopānmùshé
朝政	cháozhèng
朝散	cháosàn
朝敬	cháojìng
朝斗	cháodòu
朝斯夕斯	zhāosīxīsī
朝族	cháozú
朝日	zhāorì
朝日关系	cháorìguānxì
朝日坛	cháorìtán
朝日放送	zhāorìfàngsòng
朝日新闻	zhāorìxīnwén
朝日莲	cháorìlián
朝旦	cháodàn
朝旨	cháozhǐ
朝旭	cháoxù
朝旰	cháogàn
朝昏	cháohūn
朝昔	cháoxī
朝昼	cháozhòu
朝晖	zhāohuī
朝晖夕阴	zhāohuīxīyīn
朝晚	cháowǎn
朝晡	cháobū
朝晡鼓	cháobūgǔ
朝晨	cháochén
朝晩	cháowǎn
朝暮	zhāomù
朝暾	zhāotūn
朝曦	zhāoxī
朝更暮改	zhāogèngmùgǎi
朝服	cháofú
朝朔	cháoshuò
朝望	cháowàng
朝朝	zhāozhāo
朝朝寒食	zhāozhāohánshí
